end_week,state,sex,age_group_new,covid_19_deaths,total_deaths
2020-10-03T00:00:00.000,United States,All Sexes,All Ages,198809,2150188
2020-10-03T00:00:00.000,United States,All Sexes,Under 1 year,22,12092
2020-10-03T00:00:00.000,United States,All Sexes,0-17 years,100,21449
2020-10-03T00:00:00.000,United States,All Sexes,1-4 years,15,2307
2020-10-03T00:00:00.000,United States,All Sexes,5-14 years,35,3597
2020-10-03T00:00:00.000,United States,All Sexes,15-24 years,369,23153
2020-10-03T00:00:00.000,United States,All Sexes,18-29 years,889,41027
2020-10-03T00:00:00.000,United States,All Sexes,25-34 years,1541,47522
2020-10-03T00:00:00.000,United States,All Sexes,30-49 years,9181,142650
2020-10-03T00:00:00.000,United States,All Sexes,35-44 years,4039,67177
2020-10-03T00:00:00.000,United States,All Sexes,45-54 years,10627,123171
2020-10-03T00:00:00.000,United States,All Sexes,50-64 years,31899,355464
2020-10-03T00:00:00.000,United States,All Sexes,55-64 years,25421,281571
2020-10-03T00:00:00.000,United States,All Sexes,65-74 years,42950,426332
2020-10-03T00:00:00.000,United States,All Sexes,75-84 years,52618,519488
2020-10-03T00:00:00.000,United States,All Sexes,85 years and over,61172,643778
2020-10-03T00:00:00.000,United States,Male,All Ages,107472,1122212
2020-10-03T00:00:00.000,United States,Male,Under 1 year,15,6692
2020-10-03T00:00:00.000,United States,Male,0-17 years,59,12617
2020-10-03T00:00:00.000,United States,Male,1-4 years,7,1352
2020-10-03T00:00:00.000,United States,Male,5-14 years,23,2135
2020-10-03T00:00:00.000,United States,Male,15-24 years,226,17171
2020-10-03T00:00:00.000,United States,Male,18-29 years,575,30106
2020-10-03T00:00:00.000,United States,Male,25-34 years,1021,33556
2020-10-03T00:00:00.000,United States,Male,30-49 years,6274,93638
2020-10-03T00:00:00.000,United States,Male,35-44 years,2747,44289
2020-10-03T00:00:00.000,United States,Male,45-54 years,7232,77465
2020-10-03T00:00:00.000,United States,Male,50-64 years,20836,219668
2020-10-03T00:00:00.000,United States,Male,55-64 years,16473,173369
2020-10-03T00:00:00.000,United States,Male,65-74 years,26345,247634
2020-10-03T00:00:00.000,United States,Male,75-84 years,28937,269961
2020-10-03T00:00:00.000,United States,Male,85 years and over,24446,248588
2020-10-03T00:00:00.000,United States,Female,All Ages,91332,1027893
2020-10-03T00:00:00.000,United States,Female,Under 1 year,7,5380
2020-10-03T00:00:00.000,United States,Female,0-17 years,41,8811
2020-10-03T00:00:00.000,United States,Female,1-4 years,8,955
2020-10-03T00:00:00.000,United States,Female,5-14 years,12,1462
2020-10-03T00:00:00.000,United States,Female,15-24 years,143,5981
2020-10-03T00:00:00.000,United States,Female,18-29 years,314,10921
2020-10-03T00:00:00.000,United States,Female,25-34 years,520,13964
2020-10-03T00:00:00.000,United States,Female,30-49 years,2907,49004
2020-10-03T00:00:00.000,United States,Female,35-44 years,1292,22883
2020-10-03T00:00:00.000,United States,Female,45-54 years,3394,45703
2020-10-03T00:00:00.000,United States,Female,50-64 years,11062,135786
2020-10-03T00:00:00.000,United States,Female,55-64 years,8948,108194
2020-10-03T00:00:00.000,United States,Female,65-74 years,16604,178689
2020-10-03T00:00:00.000,United States,Female,75-84 years,23680,249513
2020-10-03T00:00:00.000,United States,Female,85 years and over,36724,395169
2020-10-03T00:00:00.000,United States,Unknown,All Ages,5,83
2020-10-03T00:00:00.000,United States,Unknown,Under 1 year,0,20
2020-10-03T00:00:00.000,United States,Unknown,0-17 years,0,21
2020-10-03T00:00:00.000,United States,Unknown,1-4 years,0,0
2020-10-03T00:00:00.000,United States,Unknown,5-14 years,0,0
2020-10-03T00:00:00.000,United States,Unknown,15-24 years,0,1
2020-10-03T00:00:00.000,United States,Unknown,18-29 years,0,0
2020-10-03T00:00:00.000,United States,Unknown,25-34 years,0,2
2020-10-03T00:00:00.000,United States,Unknown,30-49 years,0,8
2020-10-03T00:00:00.000,United States,Unknown,35-44 years,0,5
2020-10-03T00:00:00.000,United States,Unknown,45-54 years,1,3
2020-10-03T00:00:00.000,United States,Unknown,50-64 years,1,10
2020-10-03T00:00:00.000,United States,Unknown,55-64 years,0,8
2020-10-03T00:00:00.000,United States,Unknown,65-74 years,1,9
2020-10-03T00:00:00.000,United States,Unknown,75-84 years,1,14
2020-10-03T00:00:00.000,United States,Unknown,85 years and over,2,21
2020-10-03T00:00:00.000,Alabama,All Sexes,All Ages,3436,39879
2020-10-03T00:00:00.000,Alabama,Male,All Ages,1739,20647
2020-10-03T00:00:00.000,Alabama,Male,Under 1 year,,124
2020-10-03T00:00:00.000,Alabama,Male,0-17 years,,247
2020-10-03T00:00:00.000,Alabama,Male,1-4 years,0,25
2020-10-03T00:00:00.000,Alabama,Male,5-14 years,0,42
2020-10-03T00:00:00.000,Alabama,Male,15-24 years,,330
2020-10-03T00:00:00.000,Alabama,Male,18-29 years,10,539
2020-10-03T00:00:00.000,Alabama,Male,25-34 years,17,601
2020-10-03T00:00:00.000,Alabama,Male,30-49 years,103,1825
2020-10-03T00:00:00.000,Alabama,Male,35-44 years,45,893
2020-10-03T00:00:00.000,Alabama,Male,45-54 years,121,1545
2020-10-03T00:00:00.000,Alabama,Male,50-64 years,336,4501
2020-10-03T00:00:00.000,Alabama,Male,55-64 years,263,3552
2020-10-03T00:00:00.000,Alabama,Male,65-74 years,475,4925
2020-10-03T00:00:00.000,Alabama,Male,75-84 years,484,5050
2020-10-03T00:00:00.000,Alabama,Male,85 years and over,330,3560
2020-10-03T00:00:00.000,Alabama,Female,All Ages,1697,19232
2020-10-03T00:00:00.000,Alabama,Female,Under 1 year,0,100
2020-10-03T00:00:00.000,Alabama,Female,0-17 years,0,160
2020-10-03T00:00:00.000,Alabama,Female,1-4 years,0,22
2020-10-03T00:00:00.000,Alabama,Female,5-14 years,0,24
2020-10-03T00:00:00.000,Alabama,Female,15-24 years,,123
2020-10-03T00:00:00.000,Alabama,Female,18-29 years,,196
2020-10-03T00:00:00.000,Alabama,Female,25-34 years,10,263
2020-10-03T00:00:00.000,Alabama,Female,30-49 years,70,1070
2020-10-03T00:00:00.000,Alabama,Female,35-44 years,31,485
2020-10-03T00:00:00.000,Alabama,Female,45-54 years,90,1041
2020-10-03T00:00:00.000,Alabama,Female,50-64 years,270,3012
2020-10-03T00:00:00.000,Alabama,Female,55-64 years,211,2380
2020-10-03T00:00:00.000,Alabama,Female,65-74 years,364,3698
2020-10-03T00:00:00.000,Alabama,Female,75-84 years,446,5034
2020-10-03T00:00:00.000,Alabama,Female,85 years and over,543,6062
2020-10-03T00:00:00.000,Alabama,Unknown,All Ages,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,Under 1 year,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,0-17 years,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,1-4 years,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,5-14 years,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,15-24 years,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,18-29 years,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,25-34 years,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,30-49 years,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,35-44 years,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,45-54 years,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,50-64 years,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,55-64 years,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,65-74 years,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,75-84 years,0,0
2020-10-03T00:00:00.000,Alabama,Unknown,85 years and over,0,0
2020-10-03T00:00:00.000,Alaska,All Sexes,All Ages,44,2850
2020-10-03T00:00:00.000,Alaska,Male,All Ages,27,1660
2020-10-03T00:00:00.000,Alaska,Male,Under 1 year,0,14
2020-10-03T00:00:00.000,Alaska,Male,0-17 years,0,34
2020-10-03T00:00:00.000,Alaska,Male,1-4 years,0,
2020-10-03T00:00:00.000,Alaska,Male,5-14 years,0,11
2020-10-03T00:00:00.000,Alaska,Male,15-24 years,0,58
2020-10-03T00:00:00.000,Alaska,Male,18-29 years,0,89
2020-10-03T00:00:00.000,Alaska,Male,25-34 years,0,75
2020-10-03T00:00:00.000,Alaska,Male,30-49 years,,183
2020-10-03T00:00:00.000,Alaska,Male,35-44 years,0,97
2020-10-03T00:00:00.000,Alaska,Male,45-54 years,,130
2020-10-03T00:00:00.000,Alaska,Male,50-64 years,,383
2020-10-03T00:00:00.000,Alaska,Male,55-64 years,,301
2020-10-03T00:00:00.000,Alaska,Male,65-74 years,,378
2020-10-03T00:00:00.000,Alaska,Male,75-84 years,10,374
2020-10-03T00:00:00.000,Alaska,Male,85 years and over,,219
2020-10-03T00:00:00.000,Alaska,Female,All Ages,17,1190
2020-10-03T00:00:00.000,Alaska,Female,Under 1 year,0,10
2020-10-03T00:00:00.000,Alaska,Female,0-17 years,0,23
2020-10-03T00:00:00.000,Alaska,Female,1-4 years,0,
2020-10-03T00:00:00.000,Alaska,Female,5-14 years,0,
2020-10-03T00:00:00.000,Alaska,Female,15-24 years,0,25
2020-10-03T00:00:00.000,Alaska,Female,18-29 years,0,40
2020-10-03T00:00:00.000,Alaska,Female,25-34 years,,46
2020-10-03T00:00:00.000,Alaska,Female,30-49 years,,119
2020-10-03T00:00:00.000,Alaska,Female,35-44 years,0,59
2020-10-03T00:00:00.000,Alaska,Female,45-54 years,,81
2020-10-03T00:00:00.000,Alaska,Female,50-64 years,,215
2020-10-03T00:00:00.000,Alaska,Female,55-64 years,,169
2020-10-03T00:00:00.000,Alaska,Female,65-74 years,,251
2020-10-03T00:00:00.000,Alaska,Female,75-84 years,,240
2020-10-03T00:00:00.000,Alaska,Female,85 years and over,,302
2020-10-03T00:00:00.000,Alaska,Unknown,All Ages,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,Under 1 year,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,0-17 years,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,1-4 years,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,5-14 years,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,15-24 years,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,18-29 years,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,25-34 years,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,30-49 years,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,35-44 years,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,45-54 years,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,50-64 years,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,55-64 years,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,65-74 years,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,75-84 years,0,0
2020-10-03T00:00:00.000,Alaska,Unknown,85 years and over,0,0
2020-10-03T00:00:00.000,Arizona,All Sexes,All Ages,5055,50502
2020-10-03T00:00:00.000,Arizona,Male,All Ages,2906,27639
2020-10-03T00:00:00.000,Arizona,Male,Under 1 year,0,144
2020-10-03T00:00:00.000,Arizona,Male,0-17 years,,319
2020-10-03T00:00:00.000,Arizona,Male,1-4 years,,41
2020-10-03T00:00:00.000,Arizona,Male,5-14 years,,46
2020-10-03T00:00:00.000,Arizona,Male,15-24 years,14,579
2020-10-03T00:00:00.000,Arizona,Male,18-29 years,35,976
2020-10-03T00:00:00.000,Arizona,Male,25-34 years,56,1017
2020-10-03T00:00:00.000,Arizona,Male,30-49 years,241,2583
2020-10-03T00:00:00.000,Arizona,Male,35-44 years,111,1236
2020-10-03T00:00:00.000,Arizona,Male,45-54 years,250,1926
2020-10-03T00:00:00.000,Arizona,Male,50-64 years,653,5123
2020-10-03T00:00:00.000,Arizona,Male,55-64 years,499,4012
2020-10-03T00:00:00.000,Arizona,Male,65-74 years,687,6013
2020-10-03T00:00:00.000,Arizona,Male,75-84 years,757,6904
2020-10-03T00:00:00.000,Arizona,Male,85 years and over,528,5721
2020-10-03T00:00:00.000,Arizona,Female,All Ages,2149,22863
2020-10-03T00:00:00.000,Arizona,Female,Under 1 year,0,115
2020-10-03T00:00:00.000,Arizona,Female,0-17 years,0,224
2020-10-03T00:00:00.000,Arizona,Female,1-4 years,0,36
2020-10-03T00:00:00.000,Arizona,Female,5-14 years,0,38
2020-10-03T00:00:00.000,Arizona,Female,15-24 years,,179
2020-10-03T00:00:00.000,Arizona,Female,18-29 years,16,333
2020-10-03T00:00:00.000,Arizona,Female,25-34 years,30,442
2020-10-03T00:00:00.000,Arizona,Female,30-49 years,135,1223
2020-10-03T00:00:00.000,Arizona,Female,35-44 years,58,562
2020-10-03T00:00:00.000,Arizona,Female,45-54 years,113,1026
2020-10-03T00:00:00.000,Arizona,Female,50-64 years,354,3094
2020-10-03T00:00:00.000,Arizona,Female,55-64 years,298,2476
2020-10-03T00:00:00.000,Arizona,Female,65-74 years,465,4238
2020-10-03T00:00:00.000,Arizona,Female,75-84 years,565,5867
2020-10-03T00:00:00.000,Arizona,Female,85 years and over,614,7884
2020-10-03T00:00:00.000,Arizona,Unknown,All Ages,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,Under 1 year,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,0-17 years,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,1-4 years,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,5-14 years,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,15-24 years,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,18-29 years,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,25-34 years,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,30-49 years,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,35-44 years,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,45-54 years,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,50-64 years,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,55-64 years,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,65-74 years,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,75-84 years,0,0
2020-10-03T00:00:00.000,Arizona,Unknown,85 years and over,0,0
2020-10-03T00:00:00.000,Arkansas,All Sexes,All Ages,1265,23495
2020-10-03T00:00:00.000,Arkansas,Male,All Ages,676,12341
2020-10-03T00:00:00.000,Arkansas,Male,Under 1 year,0,93
2020-10-03T00:00:00.000,Arkansas,Male,0-17 years,0,186
2020-10-03T00:00:00.000,Arkansas,Male,1-4 years,0,22
2020-10-03T00:00:00.000,Arkansas,Male,5-14 years,0,28
2020-10-03T00:00:00.000,Arkansas,Male,15-24 years,,200
2020-10-03T00:00:00.000,Arkansas,Male,18-29 years,,295
2020-10-03T00:00:00.000,Arkansas,Male,25-34 years,,326
2020-10-03T00:00:00.000,Arkansas,Male,30-49 years,37,1065
2020-10-03T00:00:00.000,Arkansas,Male,35-44 years,12,495
2020-10-03T00:00:00.000,Arkansas,Male,45-54 years,48,861
2020-10-03T00:00:00.000,Arkansas,Male,50-64 years,133,2573
2020-10-03T00:00:00.000,Arkansas,Male,55-64 years,105,2094
2020-10-03T00:00:00.000,Arkansas,Male,65-74 years,150,3005
2020-10-03T00:00:00.000,Arkansas,Male,75-84 years,202,3048
2020-10-03T00:00:00.000,Arkansas,Male,85 years and over,150,2169
2020-10-03T00:00:00.000,Arkansas,Female,All Ages,589,11154
2020-10-03T00:00:00.000,Arkansas,Female,Under 1 year,0,63
2020-10-03T00:00:00.000,Arkansas,Female,0-17 years,0,105
2020-10-03T00:00:00.000,Arkansas,Female,1-4 years,0,15
2020-10-03T00:00:00.000,Arkansas,Female,5-14 years,0,18
2020-10-03T00:00:00.000,Arkansas,Female,15-24 years,,73
2020-10-03T00:00:00.000,Arkansas,Female,18-29 years,,134
2020-10-03T00:00:00.000,Arkansas,Female,25-34 years,,166
2020-10-03T00:00:00.000,Arkansas,Female,30-49 years,33,675
2020-10-03T00:00:00.000,Arkansas,Female,35-44 years,12,309
2020-10-03T00:00:00.000,Arkansas,Female,45-54 years,24,598
2020-10-03T00:00:00.000,Arkansas,Female,50-64 years,79,1656
2020-10-03T00:00:00.000,Arkansas,Female,55-64 years,70,1328
2020-10-03T00:00:00.000,Arkansas,Female,65-74 years,97,2170
2020-10-03T00:00:00.000,Arkansas,Female,75-84 years,150,2805
2020-10-03T00:00:00.000,Arkansas,Female,85 years and over,227,3609
2020-10-03T00:00:00.000,Arkansas,Unknown,All Ages,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,Under 1 year,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,0-17 years,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,1-4 years,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,5-14 years,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,15-24 years,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,18-29 years,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,25-34 years,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,30-49 years,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,35-44 years,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,45-54 years,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,50-64 years,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,55-64 years,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,65-74 years,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,75-84 years,0,0
2020-10-03T00:00:00.000,Arkansas,Unknown,85 years and over,0,0
2020-10-03T00:00:00.000,California,All Sexes,All Ages,15534,202764
2020-10-03T00:00:00.000,California,Male,All Ages,8992,108310
2020-10-03T00:00:00.000,California,Male,Under 1 year,,633
2020-10-03T00:00:00.000,California,Male,0-17 years,,1166
2020-10-03T00:00:00.000,California,Male,1-4 years,0,129
2020-10-03T00:00:00.000,California,Male,5-14 years,0,185
2020-10-03T00:00:00.000,California,Male,15-24 years,24,1871
2020-10-03T00:00:00.000,California,Male,18-29 years,61,3284
2020-10-03T00:00:00.000,California,Male,25-34 years,107,3510
2020-10-03T00:00:00.000,California,Male,30-49 years,711,9465
2020-10-03T00:00:00.000,California,Male,35-44 years,312,4526
2020-10-03T00:00:00.000,California,Male,45-54 years,793,7641
2020-10-03T00:00:00.000,California,Male,50-64 years,2110,20988
2020-10-03T00:00:00.000,California,Male,55-64 years,1647,16408
2020-10-03T00:00:00.000,California,Male,65-74 years,2206,22605
2020-10-03T00:00:00.000,California,Male,75-84 years,2064,24559
2020-10-03T00:00:00.000,California,Male,85 years and over,1838,26243
2020-10-03T00:00:00.000,California,Female,All Ages,6542,94452
2020-10-03T00:00:00.000,California,Female,Under 1 year,0,490
2020-10-03T00:00:00.000,California,Female,0-17 years,,845
2020-10-03T00:00:00.000,California,Female,1-4 years,,84
2020-10-03T00:00:00.000,California,Female,5-14 years,0,151
2020-10-03T00:00:00.000,California,Female,15-24 years,22,586
2020-10-03T00:00:00.000,California,Female,18-29 years,38,1022
2020-10-03T00:00:00.000,California,Female,25-34 years,52,1264
2020-10-03T00:00:00.000,California,Female,30-49 years,281,4435
2020-10-03T00:00:00.000,California,Female,35-44 years,136,2064
2020-10-03T00:00:00.000,California,Female,45-54 years,315,4248
2020-10-03T00:00:00.000,California,Female,50-64 years,902,12020
2020-10-03T00:00:00.000,California,Female,55-64 years,698,9435
2020-10-03T00:00:00.000,California,Female,65-74 years,1198,15377
2020-10-03T00:00:00.000,California,Female,75-84 years,1609,22008
2020-10-03T00:00:00.000,California,Female,85 years and over,2511,38745
2020-10-03T00:00:00.000,California,Unknown,All Ages,0,
2020-10-03T00:00:00.000,California,Unknown,Under 1 year,0,
2020-10-03T00:00:00.000,California,Unknown,0-17 years,0,
2020-10-03T00:00:00.000,California,Unknown,1-4 years,0,0
2020-10-03T00:00:00.000,California,Unknown,5-14 years,0,0
2020-10-03T00:00:00.000,California,Unknown,15-24 years,0,0
2020-10-03T00:00:00.000,California,Unknown,18-29 years,0,0
2020-10-03T00:00:00.000,California,Unknown,25-34 years,0,
2020-10-03T00:00:00.000,California,Unknown,30-49 years,0,
2020-10-03T00:00:00.000,California,Unknown,35-44 years,0,0
2020-10-03T00:00:00.000,California,Unknown,45-54 years,0,0
2020-10-03T00:00:00.000,California,Unknown,50-64 years,0,0
2020-10-03T00:00:00.000,California,Unknown,55-64 years,0,0
2020-10-03T00:00:00.000,California,Unknown,65-74 years,0,0
2020-10-03T00:00:00.000,California,Unknown,75-84 years,0,0
2020-10-03T00:00:00.000,California,Unknown,85 years and over,0,0
2020-10-03T00:00:00.000,Colorado,All Sexes,All Ages,1990,30183
2020-10-03T00:00:00.000,Colorado,Male,All Ages,1114,16162
2020-10-03T00:00:00.000,Colorado,Male,Under 1 year,0,107
2020-10-03T00:00:00.000,Colorado,Male,0-17 years,,237
2020-10-03T00:00:00.000,Colorado,Male,1-4 years,0,20
2020-10-03T00:00:00.000,Colorado,Male,5-14 years,0,43
2020-10-03T00:00:00.000,Colorado,Male,15-24 years,,372
2020-10-03T00:00:00.000,Colorado,Male,18-29 years,,636
2020-10-03T00:00:00.000,Colorado,Male,25-34 years,,697
2020-10-03T00:00:00.000,Colorado,Male,30-49 years,56,1681
2020-10-03T00:00:00.000,Colorado,Male,35-44 years,20,828
2020-10-03T00:00:00.000,Colorado,Male,45-54 years,69,1165
2020-10-03T00:00:00.000,Colorado,Male,50-64 years,180,3058
2020-10-03T00:00:00.000,Colorado,Male,55-64 years,144,2380
2020-10-03T00:00:00.000,Colorado,Male,65-74 years,242,3428
2020-10-03T00:00:00.000,Colorado,Male,75-84 years,315,3640
2020-10-03T00:00:00.000,Colorado,Male,85 years and over,314,3482
2020-10-03T00:00:00.000,Colorado,Female,All Ages,876,14020
2020-10-03T00:00:00.000,Colorado,Female,Under 1 year,0,111
2020-10-03T00:00:00.000,Colorado,Female,0-17 years,,170
2020-10-03T00:00:00.000,Colorado,Female,1-4 years,0,
2020-10-03T00:00:00.000,Colorado,Female,5-14 years,0,22
2020-10-03T00:00:00.000,Colorado,Female,15-24 years,,135
2020-10-03T00:00:00.000,Colorado,Female,18-29 years,,208
2020-10-03T00:00:00.000,Colorado,Female,25-34 years,,259
2020-10-03T00:00:00.000,Colorado,Female,30-49 years,15,811
2020-10-03T00:00:00.000,Colorado,Female,35-44 years,,371
2020-10-03T00:00:00.000,Colorado,Female,45-54 years,24,701
2020-10-03T00:00:00.000,Colorado,Female,50-64 years,69,1832
2020-10-03T00:00:00.000,Colorado,Female,55-64 years,50,1413
2020-10-03T00:00:00.000,Colorado,Female,65-74 years,136,2343
2020-10-03T00:00:00.000,Colorado,Female,75-84 years,242,3249
2020-10-03T00:00:00.000,Colorado,Female,85 years and over,411,5407
2020-10-03T00:00:00.000,Colorado,Unknown,All Ages,0,
2020-10-03T00:00:00.000,Colorado,Unknown,Under 1 year,0,
2020-10-03T00:00:00.000,Colorado,Unknown,0-17 years,0,
2020-10-03T00:00:00.000,Colorado,Unknown,1-4 years,0,0
2020-10-03T00:00:00.000,Colorado,Unknown,5-14 years,0,0
2020-10-03T00:00:00.000,Colorado,Unknown,15-24 years,0,0
2020-10-03T00:00:00.000,Colorado,Unknown,18-29 years,0,0
2020-10-03T00:00:00.000,Colorado,Unknown,25-34 years,0,0
2020-10-03T00:00:00.000,Colorado,Unknown,30-49 years,0,0
2020-10-03T00:00:00.000,Colorado,Unknown,35-44 years,0,0
2020-10-03T00:00:00.000,Colorado,Unknown,45-54 years,0,0
2020-10-03T00:00:00.000,Colorado,Unknown,50-64 years,0,0
2020-10-03T00:00:00.000,Colorado,Unknown,55-64 years,0,0
2020-10-03T00:00:00.000,Colorado,Unknown,65-74 years,0,0
2020-10-03T00:00:00.000,Colorado,Unknown,75-84 years,0,0
2020-10-03T00:00:00.000,Colorado,Unknown,85 years and over,0,0
2020-10-03T00:00:00.000,Connecticut,All Sexes,All Ages,4437,23033
2020-10-03T00:00:00.000,Connecticut,Male,All Ages,2129,11469
2020-10-03T00:00:00.000,Connecticut,Male,Under 1 year,0,49
2020-10-03T00:00:00.000,Connecticut,Male,0-17 years,0,79
2020-10-03T00:00:00.000,Connecticut,Male,1-4 years,0,
2020-10-03T00:00:00.000,Connecticut,Male,5-14 years,0,
2020-10-03T00:00:00.000,Connecticut,Male,15-24 years,,122
2020-10-03T00:00:00.000,Connecticut,Male,18-29 years,,246
2020-10-03T00:00:00.000,Connecticut,Male,25-34 years,11,324
2020-10-03T00:00:00.000,Connecticut,Male,30-49 years,59,825
2020-10-03T00:00:00.000,Connecticut,Male,35-44 years,19,365
